id,link,title,
48,jQuery评分插件jsRapStar,http://www.htmleaf.com/jQuery/Rating-Star-Rating/201809275346.html, 
49,js和CSS3带详情页的炫酷网格布局,http://www.htmleaf.com/jQuery/Layout-Interface/201809265344.html, 
50,响应式全屏滚动式jQuery图片画廊插件,http://www.htmleaf.com/jQuery/Image-Effects/201809255342.html, 
51,jQuery 3D立方体翻转插件,http://www.htmleaf.com/jQuery/Layout-Interface/201809225340.html, 
52,jQuery标签输入插件,http://www.htmleaf.com/jQuery/Form/201809215338.html, 
53,jQuery文字动画特效插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201809205336.html, 
54,jQuery和CSS3箭头式滑块特效,http://www.htmleaf.com/jQuery/Form/201809195334.html, 
55,js炫酷消息通知插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201809185332.html, 
56,基于SVG的jquery手势密码解锁插件,http://www.htmleaf.com/jQuery/jquery-tools/201809125324.html, 
57,基于jquery ui的手动旋转元素插件 ,http://www.htmleaf.com/jQuery/jquery-tools/201809115322.html, 
58,bootstrap4标签输入框插件,http://www.htmleaf.com/jQuery/Form/201809075318.html, 
59,jQuery写字板插件,http://www.htmleaf.com/jQuery/jquery-tools/201809055314.html, 
60,js和CSS3漂亮的手风琴菜单特效,http://www.htmleaf.com/jQuery/Accordion/201809045312.html, 
61,jQuery文字跑马灯插件Marquee,http://www.htmleaf.com/jQuery/Layout-Interface/201809035310.html, 
62,超酷js对角线轮播图特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201809015308.html, 
63,Bootstrap 4自定义文件上传插件,http://www.htmleaf.com/jQuery/Form/201808315306.html, 
64,兼容ie8的jquery圆形弹出按钮菜单插件,http://www.htmleaf.com/jQuery/Menu-Navigation/201808305304.html, 
65,精美的jQuery科学计算器插件,http://www.htmleaf.com/jQuery/jquery-tools/201808295302.html, 
66,漂亮的jQuery对话框插件Dialogify,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201808285300.html, 
67,带图标的jQuery自定义下拉框插件,http://www.htmleaf.com/jQuery/Form/201808255296.html, 
68,jQuery鼠标吸附动画特效插件,http://www.htmleaf.com/jQuery/jquery-tools/201808245294.html, 
69,jquery萤火虫飞舞动画特效插件,http://www.htmleaf.com/jQuery/Layout-Interface/201808225290.html, 
70,jquery数字加减输入框插件,http://www.htmleaf.com/jQuery/Form/201808215288.html, 
71,ios样式开关按钮jQuery插件,http://www.htmleaf.com/jQuery/Buttons-Icons/201808205286.html, 
72,纯CSS3 lightbox插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201808185284.html, 
73,页面滚动时动态为元素添加class的jQuery插件,http://www.htmleaf.com/jQuery/Layout-Interface/201808155278.html, 
74,jQuery星级评分插件RatingStars,http://www.htmleaf.com/jQuery/Rating-Star-Rating/201808145276.html, 
75,jQuery模态对话框插件jAlert,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201808135274.html, 
76,jQuery制作DOM元素倾斜特效插件Skew.js,http://www.htmleaf.com/jQuery/Layout-Interface/201808115272.html, 
77,js和CSS3复选框美化特效,http://www.htmleaf.com/jQuery/Form/201808095268.html, 
78,jQuery新闻类轮播图插件sliderBox,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201808085266.html, 
79,js和CSS3商品展示和不规则网格菜单特效,http://www.htmleaf.com/jQuery/Layout-Interface/201808075264.html, 
80,基于jQuery和bootstrap4进度条的计时器插件,http://www.htmleaf.com/jQuery/Layout-Interface/201808065262.html, 
81,tooltip风格高级jquery分步引导插件,http://www.htmleaf.com/jQuery/Layout-Interface/201808035260.html, 
82,兼容IE8的高级jQuery轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201808025258.html, 
83,带排序功能的js masonry瀑布流插件,http://www.htmleaf.com/jQuery/pubuliuchajian/201808015256.html, 
84,带详情页的js动画轮播图特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201807315254.html, 
85,jQuery和CSS3斑马线样式range滑块特效,http://www.htmleaf.com/jQuery/Form/201807305252.html, 
86,适合移动手机的jQuery多级侧边栏菜单插件,http://www.htmleaf.com/jQuery/Menu-Navigation/201807285250.html, 
87,简单快速的js的数字动画插件,http://www.htmleaf.com/jQuery/Layout-Interface/201807275248.html, 
88,js带模糊效果的隐藏滑动侧边栏插件,http://www.htmleaf.com/jQuery/Menu-Navigation/201807255244.html, 
89,jquery商城商品放大镜插件,http://www.htmleaf.com/jQuery/Image-Effects/201807245242.html, 
90,jquery响应式向导插件,http://www.htmleaf.com/jQuery/Layout-Interface/201807235240.html, 
91,bootstrap4和jQuery消息通知插件,http://www.htmleaf.com/jQuery/Layout-Interface/201807205236.html, 
92,bootstrap4滑动侧边栏特效,http://www.htmleaf.com/jQuery/Menu-Navigation/201807195234.html, 
93,jQuery和CSS3带变形特效的固定导航菜单,http://www.htmleaf.com/jQuery/Menu-Navigation/201807165228.html, 
94,jQuery酒店类入住日期时间范围选择器插件,http://www.htmleaf.com/jQuery/Calendar-Date-Time-picker/201807145226.html, 
95,jQuery多用途导航菜单插件corenav,http://www.htmleaf.com/jQuery/Menu-Navigation/201807125222.html, 
96,jQuery圆形轮播图插件circleCarousel,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201807115220.html, 
97,jQuery和CSS3精美翻页式电子时钟特效,http://www.htmleaf.com/jQuery/Layout-Interface/201807105218.html, 
98,带动画效果的js模态对话框插件rmodal.js,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201807075214.html, 
99,支持无限加载的js图片画廊插件,http://www.htmleaf.com/jQuery/Image-Effects/201807065212.html, 
100,jQuery二维码生成插件,http://www.htmleaf.com/jQuery/jquery-tools/201807045208.html, 
101,jQuery 3D透明蓄水池状柱状图插件,http://www.htmleaf.com/jQuery/Chart/201807035206.html, 
102,基于SVG带日期和地区提示的jQuery世界地图,http://www.htmleaf.com/jQuery/Layout-Interface/201807025204.html, 
103,等高卡片布局jQuery插件,http://www.htmleaf.com/jQuery/Layout-Interface/201806305202.html, 
104,三面板布局js图片轮播特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201806295200.html, 
105,json格式数据查看和编辑jQuery插件,http://www.htmleaf.com/jQuery/jquery-tools/201806285198.html, 
106,js固定元素插件,http://www.htmleaf.com/jQuery/Layout-Interface/201806275196.html, 
107,js数字翻转切换插件,http://www.htmleaf.com/jQuery/jquery-tools/201806265194.html, 
108,Bootstrap和chosen集成jQuery下拉框插件,http://www.htmleaf.com/jQuery/Form/201806225188.html, 
109,基于canvas的jQuery图片剪裁插件,http://www.htmleaf.com/jQuery/Image-Effects/201806215186.html, 
110,功能齐全的jquery图片查看器插件,http://www.htmleaf.com/jQuery/Image-Effects/201806195182.html, 
111,兼容ie8的漂亮jQuery计时器插件,http://www.htmleaf.com/jQuery/jquery-tools/201806185180.html, 
112,js和CSS3缩略图全屏展开特效,http://www.htmleaf.com/jQuery/Layout-Interface/201806165178.html, 
113,简单实用的jQuery Tooltips工具提示插件,http://www.htmleaf.com/jQuery/Tooltips/201806155176.html, 
114,js和CSS3点击展开页面动画特效,http://www.htmleaf.com/jQuery/Layout-Interface/201806125170.html, 
115,带视觉差特效的jquery鼠标hover图片放大插件,http://www.htmleaf.com/jQuery/Image-Effects/201806115168.html, 
116,bootstrap4日期时间选择器插件,http://www.htmleaf.com/jQuery/Calendar-Date-Time-picker/201806095166.html, 
117,bootstrap4 input数值微调插件,http://www.htmleaf.com/jQuery/Form/201806085164.html, 
118,jquery照片墙插件,http://www.htmleaf.com/jQuery/Image-Effects/201806075162.html, 
119,jquery图片和pdf文件预览插件,http://www.htmleaf.com/jQuery/jquery-tools/201806065160.html, 
120,js带滚动惯性的视觉差特效插件,http://www.htmleaf.com/jQuery/shijuecha/201806055158.html, 
121,基于jQuery和GSAP的图片背景视觉差特效插件,http://www.htmleaf.com/jQuery/shijuecha/201806025154.html, 
122,兼容IE8的jQuery弹窗插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201806015152.html, 
123,jQuery视频背景插件,http://www.htmleaf.com/jQuery/Layout-Interface/201805315150.html, 
124,jQuery Lightbox和弹出层插件flashy,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201805305148.html, 
125,带动画图标的jquery按钮插件,http://www.htmleaf.com/jQuery/Buttons-Icons/201805295146.html, 
126,带搜索过滤功能的jQuery国家地区选择下拉框插件,http://www.htmleaf.com/jQuery/Form/201805265142.html, 
127,带炫酷鼠标hover效果和预览特效的网格布局,http://www.htmleaf.com/jQuery/Layout-Interface/201805255140.html, 
128,jquery滚动进入视口动画特效插件EasyMotion,http://www.htmleaf.com/jQuery/Layout-Interface/201805235136.html, 
129,js左右两侧分屏动画轮播图特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201805225134.html, 
130,jQuery图片放大镜插件lightzoom.js,http://www.htmleaf.com/jQuery/Image-Effects/201805215132.html, 
131,bootstrap4颜色拾取器插件,http://www.htmleaf.com/jQuery/Color-Picker/201805185128.html, 
132,js图片彩色阴影特效插件,http://www.htmleaf.com/jQuery/Image-Effects/201805175126.html, 
133,Bootstrap4带多选功能输入框组件,http://www.htmleaf.com/jQuery/Form/201805165124.html, 
134,仿Google+简洁jQuery轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201805155122.html, 
135,jQuery和CSS3计数器动画特效,http://www.htmleaf.com/jQuery/Layout-Interface/201805145120.html, 
136,基于json数据的jquery卡片轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201805125118.html, 
137,带动画特效的响应式jQuery垂直时间轴插件,http://www.htmleaf.com/jQuery/Layout-Interface/201805105114.html, 
138,jQuery和CSS3炫酷3D翻转侧边栏特效,http://www.htmleaf.com/jQuery/Menu-Navigation/201805095112.html, 
139,通过js编程方式实现多种鼠标hover特效,http://www.htmleaf.com/jQuery/Layout-Interface/201805085110.html, 
140,Bootstrap tagsinput自定义标签插件,http://www.htmleaf.com/jQuery/Form/201805075108.html, 
141,响应式圆形js轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201805055106.html, 
142,Bootstrap tooltip工具提示修改主题样式插件,http://www.htmleaf.com/jQuery/Tooltips/201805025100.html, 
143,jQuery固定背景视觉滚动特效插件,http://www.htmleaf.com/jQuery/shijuecha/201805015098.html, 
144,jQuery图片放大镜插件ez-plus.js,http://www.htmleaf.com/jQuery/Image-Effects/201804285096.html, 
145,js点击按钮动画粒子特效,http://www.htmleaf.com/jQuery/Buttons-Icons/201804275094.html, 
146,Bootstrap固定顶部导航菜单自动隐藏插件,http://www.htmleaf.com/jQuery/Menu-Navigation/201804265092.html, 
147,js处理货币格式插件currency.js,http://www.htmleaf.com/jQuery/jquery-tools/201804255090.html, 
148,带视觉特效的js密码强度检测特效,http://www.htmleaf.com/jQuery/Form/201804245088.html, 
149,炫酷jQuery和SVG遮罩轮播图特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201804235086.html, 
150,jQuery重力感应特效插件jGravity,http://www.htmleaf.com/jQuery/jquery-tools/201804215084.html, 
151,创意Tabs选项卡特效,http://www.htmleaf.com/jQuery/Tabs/201804195080.html, 
152,input限制输入格式jQuery插件,http://www.htmleaf.com/jQuery/Form/201804175078.html, 
153,Bootstrap4下拉框功能强化插件,http://www.htmleaf.com/jQuery/Form/201804145074.html, 
154,Bootstrap多级下拉菜单插件,http://www.htmleaf.com/jQuery/Form/201804115068.html, 
155,js和CSS3 3D立方体图片画廊特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201804105066.html, 
156,基于Bootstrap的Typeahead自动补全插件,http://www.htmleaf.com/jQuery/Form/201804095064.html, 
157,支持4种类型的jQuery轮播图插件EasySlides,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201804075062.html, 
158,jQuery菜单条鼠标跟随线条特效,http://www.htmleaf.com/jQuery/Menu-Navigation/201804065060.html, 
159,基于jQuery的移动端前端框架AKjs,http://www.htmleaf.com/jQuery/Layout-Interface/201804035054.html, 
160,基于CSS grid（网格）的全屏展开式菜单特效,http://www.htmleaf.com/jQuery/Menu-Navigation/201803315050.html, 
161,jquery Tabs选项卡插件CardTabs,http://www.htmleaf.com/jQuery/Tabs/201803305048.html, 
162,jquery响应式lightbox插件Galpop,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201803295046.html, 
163,jquery计数器动画特效,http://www.htmleaf.com/jQuery/Layout-Interface/201803285044.html, 
164,jquery响应式模态窗口插件jquery.edbox,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201803275042.html, 
165,基于Bootstrap的jquery动态数据表格插件,http://www.htmleaf.com/jQuery/Table/201803265040.html, 
166,jquery 3d Carousel轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201803245038.html, 
167,jQuery消息通知显示插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201803235036.html, 
168,Bootstrap 4 仿Mac Growl样式toast消息框插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201803225034.html, 
169,以Glitch闪烁为过渡动画效果的js轮播图特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201803205030.html, 
170,基于bootstrap的jquery弹出层确认框插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201803195028.html, 
171,支持移动手机的jquery放大镜插件enlarge.js,http://www.htmleaf.com/jQuery/Image-Effects/201803175026.html, 
172,jquery仿PPT幻灯片特效插件ppt.js,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201803165024.html, 
173,强大的jquery下拉分页选择插件SelectPage,http://www.htmleaf.com/jQuery/Form/201803125016.html, 
174,页面滚动触发css3动画js插件,http://www.htmleaf.com/jQuery/Layout-Interface/201803105014.html, 
175,jQuery表单浮动标签插件,http://www.htmleaf.com/jQuery/Form/201803095012.html, 
176,jQuery和Bootstrap 4简单的日历插件,http://www.htmleaf.com/jQuery/Calendar-Date-Time-picker/201803075007.html, 
177,智表-浏览器端仿EXCEL表格jQuery插件,http://www.htmleaf.com/jQuery/Table/201803065005.html, 
178,jQuery输入框限制输入内容格式插件,http://www.htmleaf.com/jQuery/Form/201803055003.html, 
179,Bootstrap垂直手风琴折叠菜单特效,http://www.htmleaf.com/jQuery/Accordion/201803035001.html, 
180,jquery结合GASP数字动画插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201803024999.html, 
181,js碎片化图片轮播切换特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201803014997.html, 
182,兼容ie8的jquery滚动条美化插件,http://www.htmleaf.com/jQuery/Layout-Interface/201802284995.html, 
183,支持移动设备的js图片剪裁插件,http://www.htmleaf.com/jQuery/Image-Effects/201802274993.html, 
184,纯js超酷select下拉框美化插件,http://www.htmleaf.com/jQuery/Form/201802264991.html, 
185,bootstrap垂直手风琴菜单效果,http://www.htmleaf.com/jQuery/Accordion/201802244989.html, 
186,jquery水平手风琴折叠菜单插件,http://www.htmleaf.com/jQuery/Accordion/201802234987.html, 
187,简单易用的jquery放大镜插件,http://www.htmleaf.com/jQuery/Image-Effects/201802224985.html, 
188,滚动页面标题文字动态变化js特效,http://www.htmleaf.com/jQuery/Text-Link-Effects/201802214983.html, 
189,Bootstrap下拉框功能增强插件Bootstrap-select.js,http://www.htmleaf.com/jQuery/Form/201802134981.html, 
190,jquery在指定时间之后更新数字动画插件,http://www.htmleaf.com/jQuery/jquery-tools/201802104977.html, 
191,简单的jQuery响应式轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201802094975.html, 
192,js图片百叶窗效果,http://www.htmleaf.com/jQuery/Image-Effects/201802084973.html, 
193,基于SVG的jquery圆形进度条插件ProgressCircle,http://www.htmleaf.com/jQuery/Chart/201802074971.html, 
194,兼容移动手机的js拖拽插件Draggin.js,http://www.htmleaf.com/jQuery/jquery-tools/201802054967.html, 
195,简单的jquery前台分页插件paginathing.js,http://www.htmleaf.com/jQuery/Form/201802024963.html, 
196,强大的图片画廊式jquery Lightbox插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201802014961.html, 
197,jQuery全屏3D轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201801314959.html, 
198,可生成炫酷CSS3动画的js动画库插件micron.js,http://www.htmleaf.com/jQuery/jquery-tools/201801294955.html, 
199,基于Bootstrap的jquery表格编辑插件,http://www.htmleaf.com/jQuery/Table/201801274953.html, 
200,jquery设置字体大小插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201801264951.html, 
201,仿Excel样式的jquery表格排序插件,http://www.htmleaf.com/jQuery/Table/201801254949.html, 
202,jquery多文件上传插件,http://www.htmleaf.com/jQuery/Form/201801244947.html, 
203,jquery表格转excel表格插件,http://www.htmleaf.com/jQuery/jquery-tools/201801234945.html, 
204,纯js超酷消息提示框插件notice.js,http://www.htmleaf.com/jQuery/Tooltips/201801204941.html, 
205,jQuery客户端分页插件cPager,http://www.htmleaf.com/jQuery/Form/201801194939.html, 
206,jquery国家选择插件flagstrap,http://www.htmleaf.com/jQuery/Form/201801184937.html, 
207,仿微软Office 2010颜色拾取器jquery插件,http://www.htmleaf.com/jQuery/Color-Picker/201801174935.html, 
208,jQuery滚动视觉差插件Parallax.js,http://www.htmleaf.com/jQuery/shijuecha/201801164933.html, 
209,基于Anime.js和CSS3的炫酷文字动画特效,http://www.htmleaf.com/jQuery/Text-Link-Effects/201801154931.html, 
210,Bootstrap 4 select下拉框功能扩展和美化jquery插件,http://www.htmleaf.com/jQuery/Form/201801134929.html, 
211,360度图片旋转产品预览展示js插件,http://www.htmleaf.com/jQuery/Image-Effects/201801124927.html, 
212,基于json数据的动态jquery轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201801114925.html, 
213,jquery图片放大插件ZoomIt,http://www.htmleaf.com/jQuery/Image-Effects/201801104923.html, 
214,所见即所得的Markdown编辑器tui.editor,http://www.htmleaf.com/jQuery/jquery-tools/201801094921.html, 
215,仿github表情符号和at自动完成jquery插件,http://www.htmleaf.com/jQuery/Form/201801084919.html, 
216,基于owl-carousel的卡片水平轮播展示特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201801064917.html, 
217,js toast消息提示通知插件spop.js,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201801054915.html, 
218,基于jquery和bootstrap的音乐播放器插件vpplayer,http://www.htmleaf.com/jQuery/jquery-tools/201801044913.html, 
219,基于vue2.0的input输入框文字特效,http://www.htmleaf.com/jQuery/Form/201801034911.html, 
220,jquery创意圆形进度条特效,http://www.htmleaf.com/jQuery/Form/201801024909.html, 
221,jquery简单轮播图代码,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201801014907.html, 
222,jquery多国语言切换特效,http://www.htmleaf.com/jQuery/jquery-tools/201712294905.html, 
223,jquery时区选择插件,http://www.htmleaf.com/jQuery/jquery-tools/201712284903.html, 
224,jquery实现简单计算器特效,http://www.htmleaf.com/jQuery/jquery-tools/201712274901.html, 
225,jquery图片查看插件magnify.js,http://www.htmleaf.com/jQuery/Image-Effects/201712254897.html, 
226,带放大镜功能的jQuery轮播图插件,http://www.htmleaf.com/jQuery/Layout-Interface/201712224893.html, 
227,jQuery图片分类筛选插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201712214891.html, 
228,jquery日期范围选择器插件,http://www.htmleaf.com/jQuery/Image-Effects/201712204889.html, 
229,基于jquery和Bootstrap3的隐藏侧边栏菜单,http://www.htmleaf.com/jQuery/Menu-Navigation/201712154881.html, 
230,卡通式圣诞节雪花飘落jquery下雪插件,http://www.htmleaf.com/jQuery/Layout-Interface/201712144879.html, 
231,Bootstrap显示或隐藏密码jquery插件,http://www.htmleaf.com/jQuery/Form/201712124875.html, 
232,jQuery下拉选择框美化插件select-mania,http://www.htmleaf.com/jQuery/Form/201712084869.html, 
233,带方向感知功能的js图片遮罩层插件,http://www.htmleaf.com/jQuery/Image-Effects/201712074867.html, 
234,支持移动手机的纯js lightbox插件GLightbox,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201712054863.html, 
235,jquery 3d旋转轮播图效果,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201712024859.html, 
236,jquery loading遮罩层插件,http://www.htmleaf.com/jQuery/Layout-Interface/201711304855.html, 
237,带17种内置过渡动画的jquery轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201711294853.html, 
238,jquery分页插件jqPaginator,http://www.htmleaf.com/jQuery/jquery-tools/201711284851.html, 
239,jquery动画表情插件,http://www.htmleaf.com/jQuery/Form/201711274849.html, 
240,jquery选择国家下拉列表框插件,http://www.htmleaf.com/jQuery/Form/201711254847.html, 
241,jquery环状轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201711224841.html, 
242,Material design风格点击波特效js插件,http://www.htmleaf.com/jQuery/Buttons-Icons/201711214839.html, 
243,jquery分页插件am-pagination.js,http://www.htmleaf.com/jQuery/Layout-Interface/201711204837.html, 
244,Bootstrap颜色拾取器插件,http://www.htmleaf.com/jQuery/Color-Picker/201711174833.html, 
245,基于SVG图像变形过渡效果的js轮播图,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201711164831.html, 
246,jquery弹性动画特效插件DomLastic.js,http://www.htmleaf.com/jQuery/jquery-tools/201711154829.html, 
247,jQuery点击购买商品飞入购物车动画效果插件,http://www.htmleaf.com/jQuery/jquery-tools/201711134825.html, 
248,jquery响应式弹出层lightbox插件slick-lightbox.js,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201711104821.html, 
249,js和CSS3炫酷图片网格缩放动画特效,http://www.htmleaf.com/jQuery/Layout-Interface/201711094819.html, 
250,纯js带二维码的qq在线客服悬浮代码,http://www.htmleaf.com/jQuery/jquery-tools/201711084817.html, 
251,纯js图片碎片轮播图切换效果,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201711074815.html, 
252,jquery验证码插件verify.js,http://www.htmleaf.com/jQuery/Form/201711064813.html, 
253,简洁的js和CSS3多级导航菜单,http://www.htmleaf.com/jQuery/Menu-Navigation/201711044811.html, 
254,jquery图片放大拖动和标记功能插件,http://www.htmleaf.com/jQuery/Image-Effects/201710274799.html, 
255,jquery固定折叠侧边栏菜单插件,http://www.htmleaf.com/jQuery/Menu-Navigation/201710244793.html, 
256,js侧边栏菜单插件canvi,http://www.htmleaf.com/jQuery/Menu-Navigation/201710174783.html, 
257,jquery下拉菜单插件SelectMenu,http://www.htmleaf.com/jQuery/Menu-Navigation/201710164781.html, 
258,Bootstrap垂直手风琴折叠菜单,http://www.htmleaf.com/jQuery/Accordion/201710144779.html, 
259,js平滑的页面滚动效果插件smoothScroll-Es5.js,http://www.htmleaf.com/jQuery/jquery-tools/201710134777.html, 
