"id";"link";"title";"DE"
37;"https://www.ctolib.com/RemoveButterKnife.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个帮助你移除ButterKnife使用的Android Studio插件";"一个帮助你移除ButterKnife使用的Android Studio插件";"Android Studio插件"
38;"https://www.ctolib.com/anupcowkur-here-be-dragons.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个Intellij / Android Studio插件，以帮助您可视化代码中的side效果";"一个Intellij / Android Studio插件，以帮助您可视化代码中的side效果";"Android Studio插件"
39;"https://www.ctolib.com/android-selector-intellij-plugin.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""android-selector-intellij-plugin - 可以根据指定颜色生成Selector Drawable的插件。 ";" 可以根据指定颜色生成Selector Drawable的插件";"Android Studio插件"
40;"https://www.ctolib.com/idea-android-studio-plugin.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""包含一些工具和可用性改进的Android Studio插件";"包含一些工具和可用性改进的Android Studio插件";"Android Studio插件"
41;"https://www.ctolib.com/SmartFonts.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Smart Fonts for Android：轻轻松松使用 Android 自定义字体 ";"Smart Fonts for Android：轻轻松松使用 Android 自定义字体 ";"Android Studio插件"
42;"https://www.ctolib.com/wuapnjie-LayoutMaster.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""用于ui调试的Android Studio插件";"用于ui调试的Android Studio插件";"Android Studio插件"
43;"https://www.ctolib.com/material-element.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""material-element一个MD风格动画示例APP";"material-element一个MD风格动画示例APP";"Android Studio插件"
44;"https://www.ctolib.com/rubygarage-emotion-rating-view.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Android应用中的动画评分视图库，可根据所选评级显示相应的情绪";"Android应用中的动画评分视图库，可根据所选评级显示相应的情绪";"Android Studio插件"
45;"https://www.ctolib.com/BeesAndroid-BeesAndroid.html";"BeesAndroid项目旨在通过提供一系列的工具与方法，降低阅读系统源码的门槛";"Android Studio插件"
46;"https://www.ctolib.com/android-strings-search-plugin.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""这个插件可以轻松地搜索字符串资源中的文本";"这个插件可以轻松地搜索字符串资源中的文本";"Android Studio插件"
47;"https://www.ctolib.com/android-codegenerator-plugin-intellij.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Android Code Generator：根据布局文件快速生成对应的Activity，Fragment，Adapter，Menu的Android Studio插件";"Android Studio插件根据布局文件快速生成对应的Activity，Fragment，Adapter，Menu";"Android Studio插件"
48;"https://www.ctolib.com/xuexiangjys-XAOP.html";"一个简易的AOP(Android)应用框架。囊括了最实用的AOP应用。";"Android Studio插件"
49;"https://www.ctolib.com/MultiTypeTemplates.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""轻松生成MultiType Item和ItemViewProvider的一个intellij idea插件";"轻松生成MultiType Item和ItemViewProvider的一个intellij idea插件";"Android Studio插件"
50;"https://www.ctolib.com/aws-aws-toolkit-jetbrains.html";"AWS Toolkit for JetBrains - 一个用于从JetBrains IDE与AWS交互的插件";"Android Studio插件"
51;"https://www.ctolib.com/preferator.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Preferator一个Android库从设备编辑你的应用程序SharedPreferences";"Preferator一个Android库从设备编辑你的应用程序SharedPreferences";"Android Studio插件"
52;"https://www.ctolib.com/WIFIADB.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""从设备通过wifi连接adb至androidstudio不需要USB";"从设备通过wifi连接adb至androidstudio不需要USB";"Android Studio插件"
53;"https://www.ctolib.com/SimpleNumberPicker.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""SimpleNumberPicker：Android的可自定义十进制和十六进制material选择器视图";"SimpleNumberPicker：Android的可自定义十进制和十六进制material选择器视图";"Android Studio插件"
54;"https://www.ctolib.com/bufferapp-CounterView.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""CounterView 一个简单的Android计数器视图，用于显示edittext字符数";"CounterView 一个简单的Android计数器视图，用于显示edittext字符数";"Android Studio插件"
55;"https://www.ctolib.com/boxing.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""boxing：基于MVP模式的Android多媒体选择器";"boxing：基于MVP模式的Android多媒体选择器";"Android Studio插件"
56;"https://www.ctolib.com/balsikandar-Android-Studio-Plugins.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一些实用的android studio插件汇总";"一些实用的android studio插件汇总";"Android Studio插件"
57;"https://www.ctolib.com/dev-labs-bg-transitioner.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个用于动态视图到视图转换的库";"一个用于动态视图到视图转换的库";"Android Studio插件"
58;"https://www.ctolib.com/ALibrary.html";"Android常用开发工具类";"Android Studio插件"
59;"https://www.ctolib.com/CLionArduinoPlugin.html";"CLion的插件，支持arduino-cmake集成";"Android Studio插件"
60;"https://www.ctolib.com/ReciteWords.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""这是一个androidStudio翻译与陌生单词记录插件";"这是一个androidStudio翻译与陌生单词记录插件";"Android Studio插件"
61;"https://www.ctolib.com/longforus-MvpAutoCodePlus.html";"JetBrains IDEA/Android Studio MVP模版代码生成插件";"Android Studio插件"
62;"https://www.ctolib.com/Ruben-Sten-TeXiFy-IDEA.html";"让JetBrains的IntelliJ平台支持LaTeX";"Android Studio插件"
63;"https://www.ctolib.com/eventbus3-intellij-plugin.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""引导 EventBus的post 和event的intellij插件";"引导 EventBus的post 和event的intellij插件";"Android Studio插件"
64;"https://www.ctolib.com/KingsMentor-Droid-Snippet.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Android Studio的Android Utils  Live Code模板";"Android Studio的Android Utils  Live Code模板";"Android Studio插件"
65;"https://www.ctolib.com/TranslationPlugin.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Android Studio/IntelliJ IDEA 翻译插件，可中英互译。 使用方法 下载：TranslationPlugin-v1.2.jar 安装：Settings(OS X:Preferences) -&gt; Plugins -&gt; Install plugin from disk -&gt; 选择TranslationPlugin-v1.2.jar并安装。 ";"Android Studio/IntelliJ IDEA 翻译插件,可中英互译。";"Android Studio插件"
66;"https://www.ctolib.com/li-xiaojun-ShootPlane.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""ShootPlane 微信打飞机的简易版，主要用Android的属性动画实现!";"ShootPlane 微信打飞机的简易版，主要用Android的属性动画实现!";"Android Studio插件"
67;"https://www.ctolib.com/fingerart-ApiDebugger.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""ApiDebugger 一个帮你轻松完成Api接口调试的IDEA插件";"ApiDebugger 一个帮你轻松完成Api接口调试的IDEA插件";"Android Studio插件"
68;"https://www.ctolib.com/JetBrains-ideavim.html";"IdeaVim - 针对基于IntelliJ平台的IDE的Vim仿真插件";"Android Studio插件"
69;"https://www.ctolib.com/android-butterknife-zelezny.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""根据选中的XML布局生成ButterKnife注释的Android Studio插件";"根据选中的XML布局生成ButterKnife注释的Android Studio插件";"Android Studio插件"
70;"https://www.ctolib.com/GsonFormat.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""根据Gson库使用的要求,将JSONObject格式的String  解析成实体";"GsonFormat：快速将json字符串转换成一个Java Bean的Android Studio插件";"Android Studio插件"
71;"https://www.ctolib.com/konifar-android-material-design-icon-generator-plugin.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""IntelliJ／Android Studio 生成、设计 icon 的插件，安装简单使用方便";"IntelliJ／Android Studio 生成、设计 icon 的插件，安装简单使用方便";"Android Studio插件"
72;"https://www.ctolib.com/ECTranslation.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Android Studio 翻译插件,可以将英文翻译为中文.";"Android Studio 翻译插件,可以将英文翻译为中文.";"Android Studio插件"
73;"https://www.ctolib.com/Android-FilePickerc.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Android-FilePicker文件选择器";"Android-FilePicker文件选择器";"Android Studio插件"
74;"https://www.ctolib.com/material-intro.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""material-intro：一个简单的material design app介绍拥有很酷的动画和简单API";"一个简单的material design app介绍拥有很酷的动画和简单API";"Android Studio插件"
75;"https://www.ctolib.com/material-about-library.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""material-about-library 为你的App轻松创建漂亮的”关于页面“";"material-about-library 为你的App轻松创建漂亮的”关于页面“";"Android Studio插件"
76;"https://www.ctolib.com/pbreault-adb-idea.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""可以加速您日常的android开发的Android Studio和Intellij IDEA的插件";"可以加速您日常的android开发的Android Studio和Intellij IDEA的插件";"Android Studio插件"
77;"https://www.ctolib.com/android-database-sqlcipher.html";"基于SQLCipher的Android SQLite API ";"Android Studio插件"
78;"https://www.ctolib.com/android-UCToast.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""UC 浏览器复制，无需权限提示悬浮窗实现";"UC 浏览器复制，无需权限提示悬浮窗实现";"Android Studio插件"
79;"https://www.ctolib.com/AnimatedCircleLoadingView.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""AnimatedCircleLoadingView - 一个有限／无限加载动画效果。基于Nils Banner的android-watch-loading-animation设计图。该设计本来是针对智能手表的。 ";"AnimatedCircleLoadingView 是一个动画循环加载视图";"Android Studio插件"
80;"https://www.ctolib.com/mthli-Nongfu.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Nongfu一个IntelliJ IDEA插件，可帮助您快速将文件或目录移动到目标模块";"Nongfu一个IntelliJ IDEA插件，可帮助您快速将文件或目录移动到目标模块";"Android Studio插件"
81;"https://www.ctolib.com/xujiaji-OneForAllApk.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个项目如何编译多个不同签名、包名、资源等，的apk？";"一个项目如何编译多个不同签名、包名、资源等，的apk？";"Android Studio插件"
82;"https://www.ctolib.com/williamtran29-react-native-fingerprint-identify.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""用于react-native开发Android指纹身份验证库";"用于react-native开发Android指纹身份验证库";"Android Studio插件"
83;"https://www.ctolib.com/imaNNeoFighT-ArcChartView.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Arc Chart View (Draw Creative Statistic Arc Charts)";"Arc Chart View (Draw Creative Statistic Arc Charts)";"Android Studio插件"
84;"https://www.ctolib.com/Prodigal.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Prodigal - Android音乐播放器外观像经典的播放设备";"Prodigal - Android音乐播放器外观像经典的播放设备";"Android Studio插件"
85;"https://www.ctolib.com/egek92-DiscrollView2.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""DiscrollView 2 实现花式布局的Android库";"DiscrollView 2 实现花式布局的Android库";"Android Studio插件"
86;"https://www.ctolib.com/Lars3n95-AppRater-Dialog.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""AppRater-Dialog 一个对话框，要求用户对应用进行评分";"AppRater-Dialog 一个对话框，要求用户对应用进行评分";"Android Studio插件"
87;"https://www.ctolib.com/t28hub-json2java4idea.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Json2Java4Idea是一个从JSON生成Java类的Intellij IDEA和AndroidStudio插件";"Json2Java4Idea是一个从JSON生成Java类的Intellij IDEA和AndroidStudio插件";"Android Studio插件"
88;"https://www.ctolib.com/IKNinePhotoView.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""IKNinePhotoView是一个开源的Android九宫格控件，可以自适应宽高主要用于满足九宫格图片展示器及选择器的需求。";"IKNinePhotoView是一个开源的Android九宫格控件";"Android Studio插件"
89;"https://www.ctolib.com/bachors-Android-WordToSpan.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""小而简单的Android库实现在textView中创建url，mail，提及，标签和文本高亮";"小而简单的Android库实现在textView中创建url，mail，提及，标签和文本高亮";"Android Studio插件"
90;"https://www.ctolib.com/nekocode-MethodTracerCli.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Android Studio方法跟踪器的命令行界面";"Android Studio方法跟踪器的命令行界面";"Android Studio插件"
91;"https://www.ctolib.com/biezhi-gitmoji-plugin.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""? Choose the right emoji emoticon for git commit";"帮助你在 git 提交的时候选择合适的 emoji 表情";"Android Studio插件"
92;"https://www.ctolib.com/Android-WiFi-ADB.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个IntelliJ和Android Studio插件，实现通过WiFi快速连接您的Android设备安装，运行和调试您的应用程序，而无需连接USB。 ";"通过WiFi在Android设备上安装，运行和调试您的App，而无需连接USB";"Android Studio插件"
93;"https://www.ctolib.com/emojia.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""让 Intellij 支持 Emoji 输入提醒的插件";"让 Intellij 支持 Emoji 输入提醒的插件";"Android Studio插件"
94;"https://www.ctolib.com/jungletian-BreakWords.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个用 Kotlin 写的查单词 idea 插件";"一个用 Kotlin 写的查单词 idea 插件";"Android Studio插件"
95;"https://www.ctolib.com/xujiaji-MVPManager.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""MVPCreator是IntelliJ插件，可以快速创建MVP文件和方法（MVPCreator is IntelliJ plugin, you can quickly create VMP file method）";"MVPManager：快速创建 MVP 文件和方法的 IntelliJ 插件";"Android Studio插件"
96;"https://www.ctolib.com/DateTimeTemplate.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""DateTimeTemplate：Android日期/时间格式库支持格式化占位符";"DateTimeTemplate：Android日期/时间格式库支持格式化占位符";"Android Studio插件"
97;"https://www.ctolib.com/KucherenkoIhor-RxValidationTextInputLayout.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""RxValidationTextInputLayout - 用最简单的方法将验证引入您的项目";"RxValidationTextInputLayout - 用最简单的方法将验证引入您的项目";"Android Studio插件"
98;"https://www.ctolib.com/yanbober-idea-anddevkit-plugin.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个 IDEA、Android Studio 中使用的安卓开发助手插件。";"一个 IDEA、Android Studio 中使用的安卓开发助手插件。";"Android Studio插件"
99;"https://www.ctolib.com/AMapInfoWindowDemo.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""高德地图自定义Infowindow";"高德地图自定义Infowindow";"Android Studio插件"
100;"https://www.ctolib.com/ChineseTypography-IDEA-Plugin.html";"我常用 IntelliJ IDEA 进行写作 ";"Android Studio插件"
101;"https://www.ctolib.com/lizhangqu-android-bundle-support.html";"增强型apk analyzer，支持ap_, ap, aar, jar, so, awb等zip文件使用apk analyzer打开";"Android Studio插件"
102;"https://www.ctolib.com/BayMikyou-ImageSlimming.html";"ImageSlimming是一个基于TinyPng API开发的图片压缩的IDEA工具插件";"Android Studio插件"
103;"https://www.ctolib.com/danielceinos-FSAnimatedTextView.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""FSAnimatedTextView：动画数字TextView库";"FSAnimatedTextView：动画数字TextView库";"Android Studio插件"
104;"https://www.ctolib.com/nekocode-ASM-Systrace.html";"一个将跟踪代码注入方法的插件";"Android Studio插件"
105;"https://www.ctolib.com/ReactNativeTools.html";"React Native 之 IntelliJ 插件。快速执行一些命令";"Android Studio插件"
106;"https://www.ctolib.com/AndroidStudioUserGuide.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Android Studio 用户指南（谷歌官方版）";"Android Studio 用户指南（谷歌官方版）";"Android Studio插件"
107;"https://www.ctolib.com/ltym2016-FilterTabView.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""基于Popupwindow实现的筛选房源信息等相关的控件，可以自由排序";"基于Popupwindow实现的筛选房源信息等相关的控件，可以自由排序";"Android Studio插件"
108;"https://www.ctolib.com/xmCore.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个android架构,致力于快速开发app. 架构基于 Dagger2 + RxJava + Retrofit + Material Design + MVVM MVP ";"一个android架构,致力于快速开发app ";"Android Studio插件"
109;"https://www.ctolib.com/linsir6-git-commit-emoji.html";"一款JetBrains系列工具插件，让我们的commit可以自动生成表情";"Android Studio插件"
110;"https://www.ctolib.com/Android-M-Permission.html";"把Android运行时权限处理封装在BaseActivity中";"Android Studio插件"
