"id";"link";"title";"DE"
287;"https://www.ctolib.com/the-art-of-command-line.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""这篇文章对刚接触命令行的新手，以及具有命令行使用经验的人都有用处。本文致力于做到覆盖面广（尽量包括一切重要的内容），具体（给出最常见的具体的例子），以及简洁（避免不必要的，或是可以在其他地方轻松查到的细枝末节）。每个技巧在特定情境下或是基本的，或是能显著节约时间。";"命令行的艺术，在一个页面上精通命令行";"其它未归类"
288;"https://www.ctolib.com/enochtangg-quick-SQL-cheatsheet.html";"SQL查询速查表以及如何使用它们的示例";"其它未归类"
289;"https://www.ctolib.com/excalith-Git-Cheats.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Git Cheats - Git命令的速查表";"Git Cheats - Git命令的速查表";"其它未归类"
290;"https://www.ctolib.com/jslsolucoes-nginx-admin.html";"Nginx admin是nginx软件的开源多平台管理器，易于管理";"其它未归类"
291;"https://www.ctolib.com/yedhink-bashed-on-a-feeling.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""采用纯bash写的一个简单而快速git prompt ";"采用纯bash写的一个简单而快速git prompt ";"其它未归类"
292;"https://www.ctolib.com/b3rito-yotter.html";"yotter - bash脚本执行侦察，然后使用dirb发现可能导致信息泄露的目录";"其它未归类"
293;"https://www.ctolib.com/proxycannon-proxycannon-ng.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个按需代理工具，利用云环境，让用户能够从无穷无尽的基于云的IP地址中获取（全部）流量。 将它视为您自己的私人TOR网络，用于您的redteam和pentest交易。";"ProxyCannon-NG：一个私人的TOR网络";"其它未归类"
294;"https://www.ctolib.com/martingms-vipsql.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""vipsql 用于与psql交互的vim插件";"vipsql 用于与psql交互的vim插件";"其它未归类"
295;"https://www.ctolib.com/cormacrelf-vim-colors-github.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个基于Github语法高亮显示的Vim colorscheme";"一个基于Github语法高亮显示的Vim colorscheme";"其它未归类"
296;"https://www.ctolib.com/rebellionil-tornado.html";"The easiest way to play with neighbors";"其它未归类"
297;"https://www.ctolib.com/joarleymoraes-net_guard.html";"使用ARP协议在您的网络中检测新的未知设备的命令行工具";"其它未归类"
298;"https://www.ctolib.com/GooGle-BBR.html";"GooGle开源TCP加速算法";"其它未归类"
299;"https://www.ctolib.com/FanhuaCloud-Shadowsocksrrmu.html";"逗比ssrmu.sh魔改版";"其它未归类"
300;"https://www.ctolib.com/dylanaraps-fff.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""用bash编写的简单、快速文件管理器";"用bash编写的简单、快速文件管理器";"其它未归类"
301;"https://www.ctolib.com/railsware-upterm.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Upterm  一个基于Electron的终端仿真器和交互式shell";"Upterm  一个基于Electron的终端仿真器和交互式shell";"其它未归类"
302;"https://www.ctolib.com/awesome-sysadmin.html";"awesome-sysadmin一些很棒的系统管理资源";"其它未归类"
303;"https://www.ctolib.com/syl20bnr-spacemacs.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Spacemacs是体验Emacs的一种新方式 - 一种专注于人体工程学，助记符和一致性的复杂而精致的设置。&#10;";"Spacemacs - 非常适合于那些习惯vim的操作,同时又向往emacs的扩展能力的人";"其它未归类"
304;"https://www.ctolib.com/jwilder-nginx-proxy.html";"nginx-proxy设置一个运行nginx和docker-gen的容器";"其它未归类"
305;"https://www.ctolib.com/git-recipes.html";"高质量的Git中文教程.";"其它未归类"
306;"https://www.ctolib.com/bhilburn-powerlevel9k.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Powerlevel9k是使用Powerline字体的ZSH的主题。 它可以用于香草ZSH或ZSH框架，如Oh-My-Zsh，Prezto，Antigen等等。";"Powerlevel9k是ZSH最棒的Powerline主题！";"其它未归类"
307;"https://www.ctolib.com/notwaldorf-tiny-care-terminal.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个在您使用终端时会照顾您提示喝水、看远处等的小仪表板";"一个在您使用终端时会照顾您提示喝水、看远处等的小仪表板";"其它未归类"
308;"https://www.ctolib.com/my-git.html";"比较全面的 Git 学习资料整理";"其它未归类"
309;"https://www.ctolib.com/MichielDerhaeg-build-linux.html";"构建一个非常小的基于Linux的操作系统";"其它未归类"
310;"https://www.ctolib.com/takeover-sh.html";"Takeover.sh 通过SSH擦除并重新安装正在运行的Linux系统，而无需重新启动";"其它未归类"
311;"https://www.ctolib.com/skywind3000-awesome-cheatsheets.html";"超级速查表 - 编程语言、框架和开发工具的速查表";"其它未归类"
312;"https://www.ctolib.com/eon01-DockerCheatSheet.html";"Docker速查表";"其它未归类"
313;"https://www.ctolib.com/gjmzj-kubeasz.html";"利用Ansible部署kubernetes集群";"其它未归类"
314;"https://www.ctolib.com/jenkins-x-jx.html";"于安装和使用Jenkins X：Kubernetes的自动化CI / CD的命令行工具";"其它未归类"
315;"https://www.ctolib.com/pure.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Pure 漂亮，最小和快速ZSH prompt";"Pure 漂亮，最小和快速ZSH prompt";"其它未归类"
316;"https://www.ctolib.com/anordal-shellharden.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Shellharden 是一款用于高亮显示 bash 语法的工具，还可以提示和修正对于变量的合适引用";"Shellharden 是一款用于高亮显示 bash 语法的工具";"其它未归类"
317;"https://www.ctolib.com/vimwiki.html";"VimWiki：为Vim开发的个人Wiki知识库管理插件";"其它未归类"
318;"https://www.ctolib.com/zplug.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""zplug是zsh的下一代插件管理器";"zplug是zsh的下一代插件管理器";"其它未归类"
319;"https://www.ctolib.com/huntergregal-mimipenguin.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""从当前linux用户dump登录密码的工具";"从当前linux用户dump登录密码的工具";"其它未归类"
320;"https://www.ctolib.com/dirtycow-github-io.html";"Dirty COW";"其它未归类"
321;"https://www.ctolib.com/askme765cs-Wine-QQ-TIM.html";"提供在Linux上运行最新版腾讯QQ与TIM的解决方案";"其它未归类"
322;"https://www.ctolib.com/awesome-command-line-apps.html";"使用你的终端shell来做很棒的东西";"其它未归类"
323;"https://www.ctolib.com/rhysd-NyaoVim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Web增强的可扩展Neovim前端，基于Electron开发";"Web增强的可扩展Neovim前端，基于Electron开发";"其它未归类"
324;"https://www.ctolib.com/git-quick-stats.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Git quick statistics一个简单而有效的方法来访问Git存储库中的各种统计信息";"Git quick statistics一个简单而有效的方法来访问Git存储库中的各种统计信息";"其它未归类"
325;"https://www.ctolib.com/shadowsocks-gui.html";"Shadowsocks GUI 客户端";"其它未归类"
326;"https://www.ctolib.com/Medicean-VulApps.html";"快速搭建各种漏洞环境";"其它未归类"
327;"https://www.ctolib.com/pivpn-pivpn.html";"PiVPN - 为树莓派设计的简单OpenVPN安装包";"其它未归类"
328;"https://www.ctolib.com/alibaba-tsar.html";"Tsar - 淘宝收集系统监控数据工具";"其它未归类"
329;"https://www.ctolib.com/CNSRE-ABTestingGateway.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""基于动态路由逻辑，我们将其用于服务器端的灰度发布，提供restful的策略管理接口，使用redis作为分流策略数据库。根据用户请求特征和系统分流策略 ，查找出目标服务器集群，实现分流。";"基于动态策略的灰度发布系统";"其它未归类"
330;"https://www.ctolib.com/emacs-china-Spacemacs-rocks.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""用 21 天学习 Emacs 以及 Spacemacs 的使用";"用 21 天学习 Emacs 以及 Spacemacs 的使用";"其它未归类"
331;"https://www.ctolib.com/one-key-ikev2-vpn.html";"一键搭建适用于Ubuntu/CentOS的IKEV2/L2TP的VPN";"其它未归类"
332;"https://www.ctolib.com/tpope-vim-dadbod.html";"Dadbod是一个用于与数据库交互的Vim插件";"其它未归类"
333;"https://www.ctolib.com/tpope-vim-db.html";"DB是一个用于与数据库交互的Vim插件";"其它未归类"
334;"https://www.ctolib.com/microservices-demo-microservices-demo.html";"Sock Shop : 演示和测试微服务和云原生技术的在线商店示例";"其它未归类"
335;"https://www.ctolib.com/KeKe-Li-book.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""当你迷茫的时候，书可以带你找到问题的答案，开阔自己的眼界，提升自己的认知，不断的前行。";"编程书籍的整理和收集";"其它未归类"
336;"https://www.ctolib.com/variety.html";"Variety -  MongoDB的一个数据结构分析工具";"其它未归类"
337;"https://www.ctolib.com/zim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Zim是一个Zsh配置框架，拥有非常快的速度和模块化扩展。";"Zim是一个Zsh配置框架";"其它未归类"
338;"https://www.ctolib.com/pch-welder.html";"Welder – ?使用纯shell脚本搭建您的Linux服务器";"其它未归类"
339;"https://www.ctolib.com/Fourdee-DietPi.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""DietPi - 用于您单板计算机的轻量级justice ";"DietPi - 用于您单板计算机的轻量级justice ";"其它未归类"
340;"https://www.ctolib.com/GitOperateDemo.html";"练习Git操作";"其它未归类"
341;"https://www.ctolib.com/pms-docker.html";"Plex媒体服务器 Docker 仓库，满足所你的PMS docker需求";"其它未归类"
342;"https://www.ctolib.com/tiangolo-uwsgi-nginx-flask-docker.html";"Docker镜像包含uWSGI和Nginx的Flask应用程序";"其它未归类"
343;"https://www.ctolib.com/docker-compose-ui.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Docker Compose UI：一个可在网页上的直观的进行Docker Compose操作的项目";"Docker Compose UI：一个可在网页上的直观的进行Docker Compose操作的项目";"其它未归类"
344;"https://www.ctolib.com/turkenh-ansible-interactive-tutorial.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""通过Docker进行简单设置的交互式Ansible教程";"通过Docker进行简单设置的交互式Ansible教程";"其它未归类"
345;"https://www.ctolib.com/cleanbrowsing-dnsperftest.html";"Shell脚本来测试您所在位置最受欢迎的DNS解析器的性能";"其它未归类"
346;"https://www.ctolib.com/skywind3000-vim-init.html";"轻量级 Vim 配置框架，全中文注释";"其它未归类"
347;"https://www.ctolib.com/yangmillstheory-vim-snipe.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Vim中有针对性的线性运动和编辑";"Vim中有针对性的线性运动和编辑";"其它未归类"
348;"https://www.ctolib.com/notifier.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""notifier：一个跨平台桌面通知。支持macOS, Windows和Linux。";"notifier：一个跨平台桌面通知";"其它未归类"
349;"https://www.ctolib.com/hakavlad-nohang.html";"Nohang 一个高度可配置的Linux守护程序，能够正确防止内存不足的情况";"其它未归类"
350;"https://www.ctolib.com/andrewchambers-godothecorrectthing.html";"基于当前窗口和选定文本执行操作的Shell脚本";"其它未归类"
351;"https://www.ctolib.com/check.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""检查网址一个列表的状态";"检查网址一个列表的状态";"其它未归类"
352;"https://www.ctolib.com/SatoshiPortal-cyphernode.html";"模块化比特币全节点微服务API服务器架构和实用工具包";"其它未归类"
353;"https://www.ctolib.com/RedHatOfficial-RedHatOfficial-github-io.html";"红帽项目的官方GitHub主页";"其它未归类"
354;"https://www.ctolib.com/sandeep1995-git-extra-status.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""用单个命令获取单个或一批git存储库的更多信息";"用单个命令获取单个或一批git存储库的更多信息";"其它未归类"
355;"https://www.ctolib.com/soywod-vim-keepeye.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""KeepEye 一个提醒你让眼睛休息一下的Vim插件";"KeepEye 一个提醒你让眼睛休息一下的Vim插件";"其它未归类"
356;"https://www.ctolib.com/micromanage.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Beamery Micromanage - 微服务帮助框架| 轻松管理多个存储库和项目";"Beamery Micromanage - 微服务帮助框架| 轻松管理多个存储库和项目";"其它未归类"
357;"https://www.ctolib.com/connorholyday-vim-snazzy.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""优雅的vim主题与明亮的色彩";"优雅的vim主题与明亮的色彩";"其它未归类"
358;"https://www.ctolib.com/messutied-colors-sh.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""?? Colors.sh 可以帮助您将颜色和格式添加到您的bash脚本中";"?? Colors.sh 可以帮助您将颜色和格式添加到您的bash脚本中";"其它未归类"
359;"https://www.ctolib.com/eleline-vim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个简洁而不简陋的 vim 状态栏插件";"一个简洁而不简陋的 vim 状态栏插件";"其它未归类"
360;"https://www.ctolib.com/smallhadroncollider-ascii-runner.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""An infinite runner in your terminal";"An infinite runner in your terminal";"其它未归类"
361;"https://www.ctolib.com/docker-wine-coolq.html";"使用 Wine 在 Docker 容器中运行 酷Q Air / Pro ";"其它未归类"
362;"https://www.ctolib.com/xiaotian45123-ansible-k8s10x_and_k8s11x.html";"ansible一键安装k8s10x和k8s11x";"其它未归类"
363;"https://www.ctolib.com/zhangguanzhang-Kubernetes-ansible.html";"ansible一键部署Kubernetes";"其它未归类"
364;"https://www.ctolib.com/jas502n-CVE-2018-17182.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Linux 内核VMA-UAF 提权漏洞（CVE-2018-17182）,0day";"Linux 内核VMA-UAF 提权漏洞（CVE-2018-17182）,0day";"其它未归类"
365;"https://www.ctolib.com/curl-tap-sh.html";"tap curl in your editor before it gets to sh it";"其它未归类"
366;"https://www.ctolib.com/NicolasPetton-elbank.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Elbank是Emacs的个人财务报告工具,它使用Weboob从银行网站上抓取数据。";"Elbank是Emacs的个人财务报告工具";"其它未归类"
367;"https://www.ctolib.com/dylanaraps-torque.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""torque：? 一个用纯bash编写的transmission-daemon TUI客户端";"torque：? 一个用纯bash编写的transmission-daemon TUI客户端";"其它未归类"
368;"https://www.ctolib.com/ghaiklor-backup-my-github.html";"将你所有GitHub public repositories克隆到本地计算机";"其它未归类"
369;"https://www.ctolib.com/clemera-objed.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""使用Emacs导航和编辑文本对象&#10;";"使用Emacs导航和编辑文本对象";"其它未归类"
370;"https://www.ctolib.com/paperless.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Paperless - Emacs协助PDF文档归档";"Paperless - Emacs协助PDF文档归档";"其它未归类"
371;"https://www.ctolib.com/zhamlin-tiler-vim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Vim的平铺窗口管理器";"Vim的平铺窗口管理器";"其它未归类"
372;"https://www.ctolib.com/hubot-mysql-chatops.html";"MySQL ChatOps脚本的一个小集合";"其它未归类"
373;"https://www.ctolib.com/hannob-tlshelpers.html";"tlshelpers 帮助处理X.509证书和TLS问题的shell脚本集合";"其它未归类"
374;"https://www.ctolib.com/nickcernis-iterm2-night-owl.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""将VS Code Night Owl主题移植至iTerm2.";"将VS Code Night Owl主题移植至iTerm2.";"其它未归类"
375;"https://www.ctolib.com/vuuihc-bash-guide.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Bash学习指南";"Bash学习指南";"其它未归类"
376;"https://www.ctolib.com/gs3170981-nginx_quick.html";"快速创建nginx反向代理";"其它未归类"
377;"https://www.ctolib.com/mysqldump-secure.html";"Mysqldump-secure 加密mysqldump脚本";"其它未归类"
378;"https://www.ctolib.com/hyperia-sk-memcache-info.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""memcache-info以简单高效地方式显示有关Memcache的信息";"memcache-info以简单高效地方式显示有关Memcache的信息";"其它未归类"
379;"https://www.ctolib.com/a1ive-grub2-filemanager.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" run模块""""="""" data-original-title=""Grub2文件管理器 -- 对GNU/Linux更友好的";"Grub2文件管理器 -- 对GNU/Linux更友好的""RUN模块""";"其它未归类"
380;"https://www.ctolib.com/rootsongjc-istio-handbook.html";"Istio中文指南/服务网格实践手册";"其它未归类"
381;"https://www.ctolib.com/async-bash.html";"async-bash 一个实现少量异步函数的bash脚本";"其它未归类"
382;"https://www.ctolib.com/coverage-vim.html";"代码覆盖率vim插件";"其它未归类"
383;"https://www.ctolib.com/jgamblin-AWSScripts.html";"各种自动化的AWS脚本";"其它未归类"
384;"https://www.ctolib.com/mysql-compatibility-config.html";"mysql-compatibility-config - 使MySQL配置表现更像更新(或以上)的MySQL版本";"其它未归类"
385;"https://www.ctolib.com/emitterb.html";"Emitter是一个bash的事件侦听器";"其它未归类"
386;"https://www.ctolib.com/lesspass.html";"LessPass 开源的密码管理工具";"基于命令行的应用程序或对访问现有服务的命令行。"
387;"https://www.ctolib.com/wego.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""wego - 是一个用于终端天气应用";"wego - 是一个用于终端天气应用";"基于命令行的应用程序或对访问现有服务的命令行。"
388;"https://www.ctolib.com/bashblog.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""bashblog - 一个Bash脚本用于创建博客。下载、运行和写作。";"bashblog - 一个Bash脚本用于创建博客。下载、运行和写作。";"基于命令行的应用程序或对访问现有服务的命令行。"
389;"https://www.ctolib.com/vim-chat.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""linux 下 使用neovim和vim8聊qq以及微信";"linux 下 使用neovim和vim8聊qq以及微信";"基于命令行的应用程序或对访问现有服务的命令行。"
390;"https://www.ctolib.com/fanyi.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""fanyi - 在终端英汉翻译工具";"fanyi - 在终端英汉翻译工具";"基于命令行的应用程序或对访问现有服务的命令行。"
391;"https://www.ctolib.com/hn-cli.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""hn-cli - 在你的终端中浏览Hacker News";"hn-cli - 在你的终端中浏览Hacker News";"基于命令行的应用程序或对访问现有服务的命令行。"
392;"https://www.ctolib.com/ansiweather.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""ansiweather - 在你的终端展示天气，包含ANSI着色和Unicode符号";"ansiweather - 在你的终端展示天气，包含ANSI着色和Unicode符号";"基于命令行的应用程序或对访问现有服务的命令行。"
393;"https://www.ctolib.com/pushbullet-bash.html";"pushbullet-bash - PushBullet API的一个Bash接口";"基于命令行的应用程序或对访问现有服务的命令行。"
394;"https://www.ctolib.com/vertebra.html";"Vertebra可用于云的自动化，还可用于编写分布式的、实时的应用";"基于命令行的应用程序或对访问现有服务的命令行。"
395;"https://www.ctolib.com/Fakerr-goto.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" shell"":5092}""="""" data-original-title=""Goto 使用简约的基于char的决策树导航长命令行.###{";"Goto 快速命令行导航";"基于命令行的应用程序或对访问现有服务的命令行。"
396;"https://www.ctolib.com/whereamia.html";"whereami - 从CLI取得你的地理位置信息";"基于命令行的应用程序或对访问现有服务的命令行。"
397;"https://www.ctolib.com/pushblast.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""pushblast - 当一个shell程序退出时获取PushBullet通知";"pushblast - 当一个shell程序退出时获取PushBullet通知";"基于命令行的应用程序或对访问现有服务的命令行。"
398;"https://www.ctolib.com/AndrewRadev-deleft-vim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""此插件允许您删除包装if-clauses，try-catch块和类似结构";"此插件允许您删除包装if-clauses，try-catch块和类似结构";"基于命令行的应用程序或对访问现有服务的命令行。"
399;"https://www.ctolib.com/vl.html";"vl - 在文本文档中的URL链接检查器CLI";"基于命令行的应用程序或对访问现有服务的命令行。"
400;"https://www.ctolib.com/JamesTheHacker-passman.html";"PassMan 一个安全，易于使用的密码管理器";"基于命令行的应用程序或对访问现有服务的命令行。"
401;"https://www.ctolib.com/mafia_cli.html";"新的tg telegram-cli";"基于命令行的应用程序或对访问现有服务的命令行。"
402;"https://www.ctolib.com/git-openg.html";"git-open 在你的终端中打开你的github项目页";"基于命令行的应用程序或对访问现有服务的命令行。"
403;"https://www.ctolib.com/isitup.html";"isitup - 检查一个网站访问是否正常";"基于命令行的应用程序或对访问现有服务的命令行。"
404;"https://www.ctolib.com/X3TOX2X1.html";"Mac环境下使用x3图片批量生成x2、x1图片";"基于命令行的应用程序或对访问现有服务的命令行。"
405;"https://www.ctolib.com/Android-Kitchen.html";"Android-Kitchen一个基于文本的kitchen用于定制Android ROM";"处理视频和音频文件的工具。"
406;"https://www.ctolib.com/ImageScraper.html";"image-scraper - 一个高性能、易于使用多线程的命令行工具,从给定的网页下载图像";"处理视频和音频文件的工具。"
407;"https://www.ctolib.com/gifgen.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""gifgen - 简单的高质量GIF格式编码";"gifgen - 简单的高质量GIF格式编码";"处理视频和音频文件的工具。"
408;"https://www.ctolib.com/sejda.html";"sejda - 命令行操作PDF文档(支持分离、合并、旋转、转换为jpg,提取文本)";"处理视频和音频文件的工具。"
409;"https://www.ctolib.com/adb-export.html";"adb-export - 导出Android content providers成CSV格式";"处理视频和音频文件的工具。"
410;"https://www.ctolib.com/nehm.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""nehm - 提供便利的方式通过终端从SoundCloud下载歌曲 (并将它们添加至iTunes)";"nehm - 提供便利的方式通过终端从SoundCloud下载歌曲 (并将它们添加至iTunes)";"处理视频和音频文件的工具。"
411;"https://www.ctolib.com/cloc.html";"cloc - 编统计代码的行数";"开发，版本控制和部署的命令行"
412;"https://www.ctolib.com/ufoym-deepo.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Deepo：开箱即用的深度学习Docker镜像，集十余种深度学习框架于一身：theano, tensorflow, sonnet, pytorch, keras, lasagne, mxnet, cntk, chainer, caffe, torch。";"Deepo：开箱即用的深度学习Docker镜像，集十余种深度学习框架于一身";"开发，版本控制和部署的命令行"
413;"https://www.ctolib.com/asdf-vm-asdf.html";"可扩展的版本管理器，支持Ruby，Node.js，Elixir，Erlang等";"开发，版本控制和部署的命令行"
414;"https://www.ctolib.com/JrCs-docker-letsencrypt-nginx-proxy-companion.html";"一个用于nginx-proxy的轻量级协同容器，它能够自动创建/更新LetsEncrypt 证书";"开发，版本控制和部署的命令行"
415;"https://www.ctolib.com/sdras-awesome-actions.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""awesome-actions 收集并整理了 GitHub Actions 相关的资料与教程，帮助开发者更好的使用 GitHub Actions 来优化当前工作流，提升开发效率";"awesome-actions 收集并整理了 GitHub Actions 相关的资料与教程";"开发，版本控制和部署的命令行"
416;"https://www.ctolib.com/dokku.html";"dokku -  一个基于Docker的PaaS能够帮助你构建和管理应用程序的生命周期";"开发，版本控制和部署的命令行"
417;"https://www.ctolib.com/git-extras.html";"git-extras - Git工具包括repo综述, repl, 变更日志population, 作者commit百分比";"开发，版本控制和部署的命令行"
418;"https://www.ctolib.com/git-sh.html";"git-sh - 一个定制的bash环境适合git的工作";"开发，版本控制和部署的命令行"
419;"https://www.ctolib.com/SoftwareMansion-jsc-android-buildscripts.html";"针对Android的JavaScriptCore构建脚本";"开发，版本控制和部署的命令行"
420;"https://www.ctolib.com/shipita.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""shipit - 简约的SSH部署";"shipit - 简约的SSH部署";"开发，版本控制和部署的命令行"
421;"https://www.ctolib.com/baverman-vial-http.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title="" Vial-Http - 用于Vim的简单HTTP REST工具";" Vial-Http - 用于Vim的简单HTTP REST工具";"开发，版本控制和部署的命令行"
422;"https://www.ctolib.com/git-extra-commands.html";"git-extra-commands - 许多Git额外的工具，包括Churn, cut-branch, 改进的合并等";"开发，版本控制和部署的命令行"
423;"https://www.ctolib.com/Vimv.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一键化打造 Vim IDE 环境(自动生成头信息，自动补全，自动折叠，自动生成 markdown 目录) VIM IDE部署方法 部署方法很简单  ";"一键化打造Vim IDE环境(自动生成头信息，自动补全，自动折叠，自动生成markdown目录)";"开发，版本控制和部署的命令行"
424;"https://www.ctolib.com/git-semvera.html";"git-semver - 语义版本控制和变更验证的Git插件";"开发，版本控制和部署的命令行"
425;"https://www.ctolib.com/gallery_shell.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个Bash脚本用于生成静态响应式的web相册";"一个Bash脚本用于生成静态响应式的web相册";"开发，版本控制和部署的命令行"
426;"https://www.ctolib.com/powerline-powerline.html";" Powerline：Vim 和 Bash 中的一个强大状态栏插件";"开发，版本控制和部署的命令行"
427;"https://www.ctolib.com/repren.html";"repren - 命令行搜索替换和重命名瑞士军刀";"开发，版本控制和部署的命令行"
428;"https://www.ctolib.com/thoughtbot-laptop.html";"Laptop 一个用于为Web和移动开发的搭建一个macOS laptop的shell脚本";"开发，版本控制和部署的命令行"
429;"https://www.ctolib.com/getopts.html";"getopts - fish的命令行选项解析器";"开发，版本控制和部署的命令行"
430;"https://www.ctolib.com/pglite.html";"一个小 (~100 line) shell脚本用来管理Postgres数据库";"开发，版本控制和部署的命令行"
431;"https://www.ctolib.com/cloudnativelabs-kube-shell.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Kubernetes shell: 一个与Kubernetes CLI一起使用的集成shell";"Kubernetes shell: 一个与Kubernetes CLI一起使用的集成shell";"开发，版本控制和部署的命令行"
